country,candy,sales
DEU,dark chocolate bar,3602043
FRA,chocolate bar,2191172
SAU,dark chocolate bar,1304348
RUS,peanut butter pops,612069
FRA,butter cookies,6129669
FRA,lollipops,9442175
GBR,dark chocolate bar,9720758
BRA,chocolate bar,5756554
GBR,blueberry bubblegum,2727555
ITA,gummy bears,3687468
USA,butter cookies,5250278
CAN,white chocolate bar,2348208
USA,caramel popcorn,795776
IND,blueberry bubblegum,8873198
RUS,butter cookies,6643291
CHN,dark chocolate bar,9069683
ARE,peanut butter pops,4552132
TUR,lollipops,9812801
IND,caramel popcorn,4206019
FRA,lollipops,6111799
CHN,gummy bears,9327537
BRA,caramel popcorn,850887
SAU,blueberry bubblegum,5013989
SAU,chocolate cookies,7410357
ARE,lollipops,3837668
ARE,butter cookies,4930113
MEX,caramel popcorn,3238958
DEU,chocolate bar,6343331
BRA,butter cookies,6637407
GBR,blueberry bubblegum,1089378
ITA,peanut butter pops,2444075
CHN,dark chocolate bar,4157677
FRA,peanut butter pops,8474946
DEU,dark chocolate bar,396859
USA,dark chocolate bar,2129196
ARE,gummy bears,5047900
DEU,white chocolate bar,4331460
TUR,butter cookies,7246456
GBR,butter cookies,3353561
IND,gummy bears,4768550
ITA,white chocolate bar,4286124
MEX,blueberry bubblegum,9554658
TUR,lollipops,3966073
CHN,butter cookies,5753923
IND,gummy bears,613551
CAN,white chocolate bar,683691
CAN,chocolate cookies,6043024
FRA,gummy bears,1510019
SAU,peanut butter pops,2787941
DEU,caramel popcorn,4415908
CHN,lollipops,5396757
CAN,peanut butter pops,6773853
SAU,butter cookies,8617496
CAN,dark chocolate bar,3874753
GBR,white chocolate bar,1631932
DEU,gummy bears,3309956
MEX,peanut butter pops,5573533
ARE,lollipops,3141931
IND,white chocolate bar,5243584
USA,white chocolate bar,3103725
USA,peanut butter pops,7840181
RUS,gummy bears,9132298
FRA,chocolate bar,5484832
ARE,gummy bears,1909277
CHN,dark chocolate bar,6602684
CAN,chocolate cookies,7360371
CHN,dark chocolate bar,326235
ITA,lollipops,7321842
USA,blueberry bubblegum,1858247
GBR,white chocolate bar,5471684
BRA,caramel popcorn,8883559
ARE,chocolate bar,6498664
DEU,lollipops,6324889
IND,chocolate bar,5665930
ITA,gummy bears,6307929
BRA,blueberry bubblegum,453050
CHN,peanut butter pops,1908156
USA,chocolate cookies,3914655
RUS,gummy bears,1959219
ARE,chocolate bar,5325126
DEU,butter cookies,4153254
ARE,white chocolate bar,7133050
FRA,chocolate bar,9245232
DEU,white chocolate bar,7113183
FRA,caramel popcorn,2279015
GBR,butter cookies,6425074
DEU,lollipops,6103924
CHN,blueberry bubblegum,2433987
USA,lollipops,7678984
DEU,dark chocolate bar,5678694
DEU,chocolate cookies,3246877
TUR,lollipops,4755544
CHN,gummy bears,1299340
CHN,white chocolate bar,554391
USA,chocolate bar,8775954
RUS,butter cookies,8211111
USA,dark chocolate bar,1727765
RUS,chocolate bar,2907995
TUR,chocolate cookies,6273307
ITA,butter cookies,4695510
RUS,lollipops,6753393
DEU,blueberry bubblegum,5687374
TUR,lollipops,8647873
ITA,butter cookies,3030503
GBR,caramel popcorn,3115020
ARE,chocolate bar,3765786
CAN,gummy bears,3611374
RUS,chocolate bar,9585243
USA,peanut butter pops,9590620
SAU,dark chocolate bar,3783016
CAN,peanut butter pops,9798196
CHN,butter cookies,5959090
TUR,white chocolate bar,7211645
USA,gummy bears,8192946
CHN,peanut butter pops,6182684
MEX,dark chocolate bar,5661531
FRA,gummy bears,7975946
MEX,chocolate cookies,3740343
RUS,caramel popcorn,7734476
DEU,dark chocolate bar,7403108
SAU,gummy bears,8374829
MEX,caramel popcorn,8904956
CHN,dark chocolate bar,8953120
USA,white chocolate bar,9622200
MEX,gummy bears,284651
ARE,lollipops,668943
GBR,white chocolate bar,8946262
CHN,butter cookies,3643343
CHN,blueberry bubblegum,5470237
DEU,lollipops,2329589
TUR,butter cookies,7784882
BRA,lollipops,3905661
FRA,gummy bears,770900
FRA,white chocolate bar,6227460
ITA,white chocolate bar,3457666
RUS,chocolate cookies,6665744
DEU,chocolate cookies,815468
GBR,chocolate bar,9996368
TUR,chocolate bar,9277214
DEU,lollipops,7981095
CAN,dark chocolate bar,8838116
FRA,dark chocolate bar,314607
ARE,gummy bears,4494410
BRA,white chocolate bar,789688
CHN,caramel popcorn,7934978
IND,peanut butter pops,8261565
ITA,caramel popcorn,3700133
MEX,lollipops,1577597
FRA,chocolate cookies,4285611
SAU,chocolate bar,7270246
USA,lollipops,6803096
RUS,dark chocolate bar,8626300
USA,peanut butter pops,2708570
SAU,gummy bears,9085459
MEX,butter cookies,6148067
GBR,blueberry bubblegum,8063877
TUR,caramel popcorn,3037106
DEU,dark chocolate bar,3289105
BRA,butter cookies,3797997
ITA,white chocolate bar,5139155
RUS,white chocolate bar,5947123
GBR,dark chocolate bar,1998339
SAU,chocolate bar,8916101
SAU,dark chocolate bar,4093457
SAU,white chocolate bar,9175700
USA,chocolate bar,7881098
ITA,lollipops,5247254
USA,chocolate bar,2245489
MEX,caramel popcorn,1701713
FRA,lollipops,7226292
GBR,lollipops,752150
DEU,peanut butter pops,5991382
GBR,gummy bears,7377727
ARE,dark chocolate bar,1413878
RUS,dark chocolate bar,3927730
FRA,chocolate cookies,5206970
DEU,blueberry bubblegum,8893457
RUS,dark chocolate bar,1867117
GBR,white chocolate bar,9151107
FRA,blueberry bubblegum,2065011
MEX,chocolate cookies,597550
TUR,lollipops,8001876
IND,chocolate cookies,2002341
IND,dark chocolate bar,9011799
BRA,blueberry bubblegum,6229132
BRA,blueberry bubblegum,1819819
ITA,chocolate cookies,2362733
SAU,butter cookies,2227788
BRA,gummy bears,9553425
USA,white chocolate bar,2156627
GBR,gummy bears,6294228
DEU,white chocolate bar,9164768
ITA,white chocolate bar,4807194
CHN,butter cookies,129527
CAN,white chocolate bar,2553923
GBR,chocolate cookies,1176944
RUS,chocolate cookies,2593438
ARE,chocolate bar,8450071
USA,lollipops,9684601
SAU,caramel popcorn,7929774
MEX,chocolate bar,109387
USA,white chocolate bar,3296806
GBR,gummy bears,4588748
DEU,gummy bears,1428382
CHN,butter cookies,8316822
CHN,chocolate cookies,7115730
ITA,caramel popcorn,1831403
IND,butter cookies,9211909
ITA,butter cookies,7747990
USA,chocolate bar,2473864
GBR,peanut butter pops,3365785
CAN,gummy bears,3680403
ITA,dark chocolate bar,1659205
BRA,dark chocolate bar,7247387
CAN,white chocolate bar,3950551
FRA,blueberry bubblegum,2897856
DEU,chocolate bar,8685919
ARE,chocolate bar,1364096
FRA,caramel popcorn,9341112
DEU,caramel popcorn,2680466
CAN,butter cookies,5379435
DEU,white chocolate bar,6012568
MEX,white chocolate bar,2512906
BRA,chocolate bar,4091658
CAN,caramel popcorn,2960038
GBR,peanut butter pops,4683031
FRA,white chocolate bar,4979247
IND,lollipops,223221
IND,butter cookies,8418645
ITA,chocolate cookies,3601617
TUR,chocolate cookies,943666
MEX,lollipops,9272075
CHN,blueberry bubblegum,4021394
USA,chocolate bar,6486605
TUR,chocolate cookies,6858591
CAN,gummy bears,3817563
FRA,blueberry bubblegum,9546505
TUR,chocolate bar,4214099
ITA,chocolate cookies,4470794
MEX,gummy bears,1717111
RUS,white chocolate bar,1934340
DEU,chocolate bar,3417681
GBR,butter cookies,9855961
CHN,chocolate cookies,4207189
ITA,white chocolate bar,9482917
ITA,chocolate bar,3193768
FRA,gummy bears,3940694
BRA,white chocolate bar,6004342
SAU,caramel popcorn,6628633
CHN,dark chocolate bar,5162950
ARE,white chocolate bar,8373967
SAU,chocolate cookies,8949323
TUR,lollipops,1711798
IND,gummy bears,5816958
MEX,lollipops,2525718
CAN,white chocolate bar,516366
TUR,gummy bears,3697332
SAU,dark chocolate bar,9887481
MEX,peanut butter pops,1395082
BRA,white chocolate bar,7330018
ARE,white chocolate bar,1592672
GBR,chocolate bar,4509301
CAN,chocolate cookies,5502030
CAN,lollipops,7640631
IND,blueberry bubblegum,2951351
ARE,lollipops,5388909
TUR,lollipops,165002
FRA,white chocolate bar,7083700
FRA,dark chocolate bar,5366091
MEX,dark chocolate bar,7465924
FRA,peanut butter pops,7071937
BRA,white chocolate bar,2546684
FRA,white chocolate bar,9591264
GBR,butter cookies,3973114
ARE,butter cookies,3406955
IND,white chocolate bar,7628565
CHN,chocolate bar,6462165
IND,white chocolate bar,8873520
MEX,lollipops,2290643
GBR,lollipops,5195660
MEX,chocolate bar,5060014
IND,gummy bears,9107192
SAU,gummy bears,2167238
TUR,blueberry bubblegum,3994503
SAU,peanut butter pops,5784438
CHN,butter cookies,2721663
RUS,gummy bears,7513597
IND,dark chocolate bar,4978066
ARE,dark chocolate bar,674459
IND,peanut butter pops,5543101
BRA,blueberry bubblegum,5012314
ITA,blueberry bubblegum,5236838
BRA,caramel popcorn,3738569
CHN,butter cookies,6741424
ITA,gummy bears,8051631
IND,white chocolate bar,8526357
DEU,white chocolate bar,3927176
CAN,white chocolate bar,2635373
DEU,white chocolate bar,8632928
FRA,lollipops,9155647
ITA,peanut butter pops,9416583
GBR,peanut butter pops,7388350
BRA,peanut butter pops,1943910
IND,peanut butter pops,4295394
MEX,chocolate bar,8054450
CHN,gummy bears,7355939
SAU,dark chocolate bar,2244203
TUR,dark chocolate bar,8925351
DEU,butter cookies,6026250
DEU,lollipops,3312350
USA,chocolate cookies,2703153
RUS,dark chocolate bar,1668091
BRA,caramel popcorn,6892299
MEX,dark chocolate bar,7131487
TUR,lollipops,8596309
IND,white chocolate bar,8850837
GBR,blueberry bubblegum,1755190
USA,peanut butter pops,4850591
USA,gummy bears,3063748
IND,dark chocolate bar,8168989
CHN,chocolate bar,8575008
USA,white chocolate bar,2406231
TUR,chocolate cookies,5025349
RUS,butter cookies,2960477
GBR,chocolate bar,4558858
GBR,caramel popcorn,9669849
IND,chocolate cookies,2529626
USA,lollipops,3262819
CAN,white chocolate bar,1575816
CHN,butter cookies,5238068
FRA,white chocolate bar,5921386
ARE,dark chocolate bar,2789462
MEX,blueberry bubblegum,2113592
BRA,caramel popcorn,9604379
BRA,butter cookies,4053269
ITA,butter cookies,2836638
DEU,white chocolate bar,6494165
RUS,chocolate cookies,3819885
TUR,blueberry bubblegum,7978824
FRA,dark chocolate bar,1755081
GBR,butter cookies,9576371
ARE,peanut butter pops,2163986
CAN,lollipops,3710106
ITA,gummy bears,3257373
RUS,peanut butter pops,3646083
TUR,lollipops,360461
RUS,caramel popcorn,136579
SAU,white chocolate bar,6333703
IND,chocolate bar,5613045
FRA,butter cookies,6350803
GBR,blueberry bubblegum,3236066
ITA,chocolate cookies,9051578
CAN,white chocolate bar,7896198
GBR,chocolate cookies,912893
ITA,chocolate bar,7867485
USA,blueberry bubblegum,8598593
CHN,chocolate bar,4787784
DEU,white chocolate bar,6709334
CAN,caramel popcorn,5586657
USA,dark chocolate bar,2244658
FRA,chocolate bar,5171388
RUS,gummy bears,3257989
DEU,lollipops,6095880
MEX,gummy bears,6912763
MEX,chocolate bar,8875269
SAU,caramel popcorn,7584905
USA,dark chocolate bar,4282258
MEX,chocolate bar,9125840
MEX,chocolate bar,7160972
BRA,caramel popcorn,7055981
FRA,chocolate bar,3180727
ITA,dark chocolate bar,5165977
SAU,butter cookies,5846686
CAN,peanut butter pops,3781811
ARE,chocolate cookies,1845685
DEU,chocolate bar,947345
IND,white chocolate bar,6276675
MEX,chocolate cookies,3888531
CAN,butter cookies,3323724
FRA,butter cookies,9939977
SAU,white chocolate bar,8268276
CAN,white chocolate bar,1802432
RUS,butter cookies,7049137
CAN,gummy bears,4837516
SAU,dark chocolate bar,4764959
CAN,peanut butter pops,8177824
ARE,blueberry bubblegum,2072785
ITA,dark chocolate bar,9823442
IND,blueberry bubblegum,4661076
CHN,caramel popcorn,4369537
USA,gummy bears,184958
MEX,chocolate cookies,9422861
USA,chocolate cookies,5970622
CAN,chocolate cookies,6837503
SAU,gummy bears,4246983
CHN,gummy bears,1152790
USA,peanut butter pops,7974940
TUR,chocolate bar,4984459
ARE,butter cookies,7918240
MEX,lollipops,1396052
FRA,dark chocolate bar,2451947
SAU,butter cookies,7526374
DEU,gummy bears,3081004
SAU,dark chocolate bar,3906240
BRA,white chocolate bar,8137860
CHN,chocolate bar,5029272
MEX,caramel popcorn,267069
CHN,dark chocolate bar,5058744
GBR,chocolate bar,8825356
ARE,blueberry bubblegum,3129580
TUR,lollipops,3541975
SAU,dark chocolate bar,484100
CAN,white chocolate bar,7759718
CAN,peanut butter pops,8212188
GBR,lollipops,8921731
ITA,blueberry bubblegum,7519156
USA,butter cookies,5803605
RUS,peanut butter pops,702309
CAN,butter cookies,3459999
ITA,butter cookies,7469931
BRA,blueberry bubblegum,7869042
ITA,butter cookies,633767
GBR,caramel popcorn,2451742
MEX,dark chocolate bar,5480699
ITA,lollipops,695923
MEX,gummy bears,2217740
IND,lollipops,4102921
RUS,chocolate bar,9736593
TUR,lollipops,1139127
DEU,white chocolate bar,8675693
USA,peanut butter pops,5800256
GBR,butter cookies,3327877
CAN,gummy bears,5268864
CAN,chocolate bar,180047
ITA,white chocolate bar,4294501
DEU,lollipops,4204988
ARE,chocolate cookies,4963351
SAU,dark chocolate bar,2329426
DEU,chocolate bar,3335190
USA,dark chocolate bar,2683570
USA,peanut butter pops,5395552
MEX,white chocolate bar,8969651
DEU,white chocolate bar,432308
GBR,chocolate cookies,876693
MEX,chocolate cookies,9576494
FRA,chocolate bar,2975918
SAU,blueberry bubblegum,7106561
CAN,white chocolate bar,1732706
MEX,lollipops,4648814
ARE,peanut butter pops,5565922
SAU,caramel popcorn,8781553
FRA,peanut butter pops,916918
IND,caramel popcorn,6415813
MEX,chocolate cookies,1484403
USA,dark chocolate bar,3100969
USA,white chocolate bar,3353436
FRA,caramel popcorn,504390
SAU,chocolate cookies,3945236
GBR,gummy bears,3450114
RUS,blueberry bubblegum,2950524
BRA,gummy bears,9283317
GBR,caramel popcorn,2799980
RUS,gummy bears,3651573
TUR,white chocolate bar,1404917
BRA,butter cookies,4217305
SAU,dark chocolate bar,9896266
TUR,blueberry bubblegum,2708890
DEU,caramel popcorn,4681274
USA,chocolate cookies,327886
TUR,butter cookies,1993322
ARE,caramel popcorn,3927314
CHN,dark chocolate bar,2694831
RUS,white chocolate bar,1570302
ARE,caramel popcorn,7125098
ARE,chocolate bar,8690570
MEX,peanut butter pops,3622979
MEX,peanut butter pops,1900208
MEX,chocolate cookies,4838458
DEU,peanut butter pops,4935384
DEU,gummy bears,3785082
RUS,butter cookies,244359
DEU,chocolate cookies,6872544
RUS,caramel popcorn,698802
BRA,peanut butter pops,4129502
MEX,caramel popcorn,6986437
CAN,butter cookies,4448548
CAN,white chocolate bar,2269858
CHN,chocolate bar,7129634
ARE,peanut butter pops,2861593
CAN,gummy bears,5258724
DEU,dark chocolate bar,6443235
SAU,caramel popcorn,9361656
FRA,chocolate bar,6408026
IND,gummy bears,4971523
RUS,chocolate bar,3992943
SAU,gummy bears,6451801
USA,white chocolate bar,9679351
MEX,gummy bears,8362936
DEU,blueberry bubblegum,8695296
SAU,caramel popcorn,6164699
CHN,white chocolate bar,2420422
FRA,gummy bears,9588479
CAN,butter cookies,8934127
DEU,white chocolate bar,2700410
RUS,caramel popcorn,3404268
TUR,chocolate bar,8820200
GBR,gummy bears,4794218
ITA,peanut butter pops,5446604
GBR,gummy bears,9184945
BRA,chocolate bar,2736986
BRA,chocolate cookies,3657208
USA,butter cookies,8263934
RUS,blueberry bubblegum,8980135
USA,blueberry bubblegum,5173546
BRA,chocolate cookies,8694452
MEX,blueberry bubblegum,1475080
TUR,blueberry bubblegum,6490539
SAU,dark chocolate bar,3523246
TUR,white chocolate bar,6569720
CAN,lollipops,7939675
DEU,blueberry bubblegum,9588296
TUR,chocolate cookies,9172246
FRA,blueberry bubblegum,3984056
BRA,chocolate bar,7973502
SAU,gummy bears,4435380
ARE,blueberry bubblegum,6377653
ITA,lollipops,4322046
MEX,caramel popcorn,1127986
DEU,gummy bears,2476711
BRA,caramel popcorn,5842623
ARE,blueberry bubblegum,5844189
ARE,dark chocolate bar,8991120
ARE,lollipops,3990862
MEX,chocolate cookies,2448216
DEU,butter cookies,6534686
FRA,white chocolate bar,9677998
ARE,butter cookies,2312988
SAU,caramel popcorn,1502308
ARE,gummy bears,8480253
CHN,peanut butter pops,6885254
ARE,chocolate bar,9844869
TUR,lollipops,6030081
USA,butter cookies,8041485
MEX,chocolate bar,7752597
FRA,dark chocolate bar,1957962
FRA,blueberry bubblegum,4447888
TUR,white chocolate bar,3334598
GBR,lollipops,4110491
ARE,blueberry bubblegum,7790485
DEU,gummy bears,2187406
FRA,blueberry bubblegum,2178702
BRA,butter cookies,6752847
RUS,chocolate cookies,3708014
USA,caramel popcorn,4930613
CHN,gummy bears,9411347
RUS,blueberry bubblegum,3021435
BRA,caramel popcorn,4447997
TUR,white chocolate bar,8649537
ARE,white chocolate bar,1697840
FRA,blueberry bubblegum,8522253
CAN,chocolate bar,7440871
CAN,chocolate cookies,796226
DEU,dark chocolate bar,5118358
USA,dark chocolate bar,5053714
IND,blueberry bubblegum,5440388
ITA,peanut butter pops,9116928
USA,lollipops,6119860
DEU,chocolate bar,7817277
DEU,white chocolate bar,2315516
ITA,chocolate cookies,2717392
IND,white chocolate bar,1694587
IND,dark chocolate bar,4795623
GBR,white chocolate bar,3939043
DEU,caramel popcorn,1695297
USA,blueberry bubblegum,7068451
MEX,white chocolate bar,9479048
MEX,white chocolate bar,3949096
CAN,peanut butter pops,2075085
ARE,white chocolate bar,1746167
IND,peanut butter pops,1735250
MEX,butter cookies,2591571
RUS,chocolate bar,4786012
ARE,dark chocolate bar,5867246
TUR,blueberry bubblegum,5079273
DEU,chocolate cookies,9665949
MEX,chocolate bar,3802186
CHN,chocolate cookies,6253242
MEX,blueberry bubblegum,6548450
DEU,dark chocolate bar,8829510
FRA,chocolate cookies,5592940
CHN,chocolate cookies,8059736
IND,butter cookies,1866229
GBR,blueberry bubblegum,5610076
ITA,peanut butter pops,4405114
RUS,lollipops,8704472
SAU,chocolate cookies,2997487
USA,chocolate bar,7487292
ARE,caramel popcorn,8903776
CHN,dark chocolate bar,2059339
ITA,gummy bears,9972407
IND,chocolate cookies,5396716
TUR,chocolate cookies,3109866
BRA,lollipops,5175244
IND,peanut butter pops,9758316
BRA,chocolate cookies,7287994
TUR,peanut butter pops,139097
USA,caramel popcorn,8929204
TUR,butter cookies,280545
RUS,butter cookies,3708291
SAU,white chocolate bar,722930
USA,white chocolate bar,4620641
SAU,butter cookies,8589904
SAU,caramel popcorn,4142705
ITA,chocolate bar,1794613
ITA,peanut butter pops,7114048
ARE,blueberry bubblegum,6071570
CAN,white chocolate bar,5443800
TUR,white chocolate bar,1131559
ITA,caramel popcorn,8227378
IND,chocolate bar,8280680
CHN,blueberry bubblegum,5943365
FRA,lollipops,681319
IND,chocolate bar,5795214
CAN,chocolate bar,2016862
USA,dark chocolate bar,3212321
TUR,chocolate cookies,753260
CHN,white chocolate bar,1844946
CAN,chocolate bar,7052158
RUS,chocolate cookies,8515763
TUR,peanut butter pops,1083436
RUS,blueberry bubblegum,1607063
RUS,gummy bears,9636433
GBR,gummy bears,7926294
GBR,white chocolate bar,2719941
USA,chocolate bar,8421955
CAN,gummy bears,7225959
RUS,butter cookies,7313979
TUR,white chocolate bar,2235171
TUR,gummy bears,5519101
ITA,blueberry bubblegum,5959775
DEU,caramel popcorn,9682161
CAN,caramel popcorn,3817948
RUS,white chocolate bar,8552140
GBR,chocolate cookies,9526051
FRA,peanut butter pops,8257770
FRA,chocolate bar,5884770
DEU,caramel popcorn,1947392
BRA,butter cookies,9484708
GBR,chocolate bar,4354741
CHN,chocolate bar,2651177
CAN,gummy bears,1393055
TUR,peanut butter pops,1052589
SAU,chocolate cookies,4180656
BRA,chocolate cookies,7300086
CHN,caramel popcorn,7585642
GBR,chocolate cookies,2360607
ITA,dark chocolate bar,1785505
GBR,chocolate cookies,9171014
RUS,dark chocolate bar,7484470
ITA,chocolate cookies,3923373
CAN,dark chocolate bar,2671046
ARE,dark chocolate bar,7387932
TUR,lollipops,2486971
DEU,chocolate bar,2743969
RUS,chocolate cookies,3414731
DEU,blueberry bubblegum,7977027
RUS,peanut butter pops,1261300
RUS,lollipops,6173512
IND,caramel popcorn,7792809
SAU,dark chocolate bar,3381025
IND,chocolate cookies,9567718
GBR,lollipops,3545364
CAN,dark chocolate bar,5488729
ARE,dark chocolate bar,5492713
RUS,white chocolate bar,8247091
CHN,peanut butter pops,2589699
FRA,blueberry bubblegum,5818916
USA,peanut butter pops,2543461
MEX,lollipops,238173
RUS,caramel popcorn,5152412
USA,caramel popcorn,1959206
CAN,butter cookies,5194836
MEX,caramel popcorn,1580821
SAU,dark chocolate bar,4736393
GBR,chocolate cookies,9965736
FRA,white chocolate bar,8526667
ITA,lollipops,346262
ITA,butter cookies,6392471
TUR,dark chocolate bar,3322305
IND,caramel popcorn,255108
USA,lollipops,1276084
TUR,chocolate bar,664074
GBR,peanut butter pops,9995466
BRA,lollipops,9804245
TUR,peanut butter pops,9037901
BRA,peanut butter pops,4889115
MEX,white chocolate bar,6453933
IND,peanut butter pops,4147390
ARE,butter cookies,3610206
IND,gummy bears,3408822
BRA,caramel popcorn,9826577
IND,peanut butter pops,3567474
CHN,lollipops,4209931
MEX,peanut butter pops,4666351
TUR,chocolate bar,6525387
GBR,lollipops,8325238
SAU,butter cookies,8932927
RUS,chocolate cookies,6092094
TUR,dark chocolate bar,1558793
TUR,caramel popcorn,1784562
BRA,butter cookies,1832124
USA,white chocolate bar,9862060
MEX,lollipops,3887393
GBR,dark chocolate bar,8595987
GBR,chocolate bar,7919987
FRA,gummy bears,2147548
RUS,chocolate bar,4212391
TUR,butter cookies,5689396
TUR,caramel popcorn,6912390
USA,peanut butter pops,6161960
FRA,dark chocolate bar,2569217
ARE,butter cookies,9302482
CAN,butter cookies,789039
BRA,blueberry bubblegum,9003788
TUR,dark chocolate bar,3893877
ITA,white chocolate bar,3434900
ITA,caramel popcorn,8793050
FRA,dark chocolate bar,4523780
BRA,chocolate bar,7817697
CAN,white chocolate bar,5612590
ARE,caramel popcorn,3969888
MEX,lollipops,3927426
ITA,white chocolate bar,4422725
MEX,chocolate cookies,9519360
ARE,dark chocolate bar,5051328
SAU,chocolate cookies,8668296
GBR,dark chocolate bar,8702577
SAU,peanut butter pops,3850728
MEX,white chocolate bar,4776306
BRA,white chocolate bar,3181084
ARE,caramel popcorn,9885659
IND,gummy bears,3304195
BRA,gummy bears,2921235
CAN,chocolate bar,804840
RUS,lollipops,7393826
SAU,butter cookies,1127719
IND,gummy bears,6034240
USA,chocolate bar,7025625
ITA,caramel popcorn,8513023
FRA,white chocolate bar,9415802
FRA,gummy bears,8092244
ITA,butter cookies,2484381
ARE,peanut butter pops,3061185
DEU,white chocolate bar,1547730
RUS,blueberry bubblegum,9131665
DEU,gummy bears,3450637
RUS,white chocolate bar,4349048
RUS,butter cookies,4137520
GBR,peanut butter pops,5636567
IND,white chocolate bar,9335075
BRA,blueberry bubblegum,3492493
GBR,peanut butter pops,4649142
IND,lollipops,2883294
ARE,blueberry bubblegum,2898928
CHN,gummy bears,2695419
DEU,chocolate cookies,7111303
USA,dark chocolate bar,4884321
GBR,gummy bears,1329969
USA,blueberry bubblegum,4169631
RUS,white chocolate bar,4941492
GBR,caramel popcorn,3436537
ITA,lollipops,1317740
RUS,gummy bears,3249664
CHN,caramel popcorn,5357139
BRA,chocolate bar,6851752
SAU,butter cookies,5448144
CAN,chocolate cookies,8349993
DEU,caramel popcorn,1393974
USA,chocolate bar,616665
TUR,lollipops,2959441
DEU,chocolate bar,4277589
GBR,blueberry bubblegum,5463214
USA,white chocolate bar,3126741
DEU,lollipops,6127279
USA,dark chocolate bar,9453203
CAN,chocolate cookies,8293145
TUR,dark chocolate bar,9851513
FRA,chocolate cookies,1668378
USA,chocolate cookies,2010270
FRA,caramel popcorn,7311982
ITA,blueberry bubblegum,1103678
MEX,lollipops,4425361
MEX,dark chocolate bar,7868152
CHN,lollipops,9742246
CAN,white chocolate bar,4886205
IND,butter cookies,6837928
MEX,white chocolate bar,4552194
FRA,peanut butter pops,7255179
DEU,caramel popcorn,6181479
GBR,dark chocolate bar,6947902
ARE,butter cookies,9510652
CAN,caramel popcorn,6335152
ITA,white chocolate bar,3685569
CAN,chocolate cookies,2826240
FRA,caramel popcorn,5660983
BRA,dark chocolate bar,1966700
ARE,caramel popcorn,7584015
CHN,caramel popcorn,9378273
RUS,caramel popcorn,7794215
USA,lollipops,4253971
ITA,blueberry bubblegum,9632934
SAU,blueberry bubblegum,5923186
CAN,white chocolate bar,3891714
GBR,butter cookies,2339027
ARE,chocolate cookies,3307117
BRA,butter cookies,6325479
DEU,butter cookies,9630687
GBR,dark chocolate bar,5200465
USA,white chocolate bar,6686911
USA,butter cookies,390015
SAU,chocolate bar,8214585
MEX,gummy bears,3230266
CHN,chocolate bar,464263
SAU,chocolate bar,8278046
FRA,gummy bears,6395373
MEX,lollipops,6674512
FRA,chocolate cookies,7564883
IND,dark chocolate bar,4521033
MEX,butter cookies,4321433
SAU,gummy bears,4408626
DEU,lollipops,1431628
USA,chocolate bar,9311462
BRA,butter cookies,7552738
IND,chocolate cookies,8065196
MEX,butter cookies,9871488
CHN,white chocolate bar,3521380
TUR,peanut butter pops,5072577
CAN,butter cookies,5643846
FRA,lollipops,3832228
SAU,caramel popcorn,2800897
SAU,lollipops,3439139
ITA,white chocolate bar,840749
ARE,blueberry bubblegum,8553374
MEX,gummy bears,5706006
USA,chocolate bar,5414563
ARE,lollipops,6340547
USA,butter cookies,3235481
FRA,lollipops,7998265
BRA,caramel popcorn,9423228
MEX,lollipops,7923227
BRA,butter cookies,1153503
IND,gummy bears,256407
FRA,white chocolate bar,8279239
MEX,butter cookies,3867794
MEX,white chocolate bar,3027854
GBR,gummy bears,6984163
MEX,chocolate bar,9432814
FRA,butter cookies,8500021
CHN,chocolate cookies,5501120
GBR,gummy bears,6680020
RUS,butter cookies,427257
USA,white chocolate bar,990800
DEU,chocolate cookies,6407133
FRA,blueberry bubblegum,6418301
MEX,peanut butter pops,6062510
TUR,caramel popcorn,2933168
GBR,lollipops,4248272
CAN,caramel popcorn,4954553
DEU,peanut butter pops,7011279
FRA,dark chocolate bar,9411134
IND,white chocolate bar,7612260
SAU,white chocolate bar,8195743
IND,gummy bears,4951796
USA,dark chocolate bar,6143515
FRA,dark chocolate bar,4759020
USA,blueberry bubblegum,4474293
CAN,gummy bears,4407912
TUR,white chocolate bar,393813
FRA,chocolate bar,762846
USA,gummy bears,1605951
GBR,peanut butter pops,6542047
FRA,gummy bears,8758742
GBR,chocolate cookies,1244466
FRA,gummy bears,4483676
TUR,peanut butter pops,4788852
ARE,dark chocolate bar,8593496
FRA,blueberry bubblegum,4821578
SAU,chocolate bar,7658623
ITA,white chocolate bar,6100139
ITA,chocolate bar,2646527
CHN,gummy bears,4706654
SAU,lollipops,8948455
SAU,chocolate cookies,2308647
CAN,white chocolate bar,1808427
MEX,chocolate bar,7747200
CHN,blueberry bubblegum,1959332
DEU,caramel popcorn,2183551
RUS,butter cookies,1676460
DEU,gummy bears,2860304
IND,butter cookies,6434062
SAU,lollipops,8791344
ITA,white chocolate bar,1160666
CHN,chocolate bar,3122681
MEX,chocolate cookies,9911866
IND,blueberry bubblegum,9120729
SAU,butter cookies,3853904
GBR,chocolate cookies,1869812
CHN,lollipops,5659227
RUS,chocolate bar,1910483
TUR,caramel popcorn,673436
ARE,chocolate cookies,8274067
USA,caramel popcorn,7536608
BRA,peanut butter pops,295671
TUR,gummy bears,8534663
DEU,chocolate cookies,8657761
IND,white chocolate bar,8610503
USA,peanut butter pops,9257667
GBR,lollipops,408817
